,time,mean,std
609,20:18:00,1255.41176471,35.8801108268
610,20:20:00,1263.64705882,36.1920937092
611,20:22:00,1267.0,34.3874977281
612,20:24:00,1266.9375,33.733205698
613,20:26:00,1269.17647059,30.5352978005
614,20:28:00,1271.47058824,32.793135042
615,20:30:00,1271.41176471,32.6459393025
616,20:32:00,1273.94117647,34.3356057691
617,20:34:00,1279.11764706,31.4043833583
618,20:36:00,1281.88235294,32.7068080698
619,20:38:00,1282.94117647,32.5201295128
620,20:40:00,1283.52941176,29.1013694847
621,20:42:00,1281.94117647,28.3955775347
622,20:44:00,1283.58823529,28.7425182081
623,20:46:00,1285.82352941,29.2942726785
624,20:48:00,1287.41176471,29.4619645126
625,20:50:00,1290.17647059,29.4028810113
626,20:52:00,1296.0,30.5570504685
627,20:54:00,1298.29411765,26.7716377578
628,20:56:00,1300.88235294,26.8651315671
629,20:58:00,1298.70588235,28.3036320679
630,21:00:00,1298.35294118,26.2700903512
631,21:02:00,1299.17647059,26.9194058583
632,21:04:00,1304.52941176,23.3669575658
633,21:06:00,1305.17647059,26.0893543762
634,21:08:00,1307.75,27.7836882601
635,21:10:00,1308.06666667,29.9725271032
636,21:12:00,1310.35294118,27.656240653
637,21:14:00,1307.82352941,26.7447081077
638,21:16:00,1309.70588235,24.50960196
639,21:18:00,1308.75,27.1722898066
640,21:20:00,1311.35294118,23.6747259131
641,21:22:00,1311.70588235,23.7664803502
642,21:24:00,1314.82352941,22.5311875356
643,21:26:00,1322.64705882,29.8138834615
644,21:28:00,1325.70588235,29.4210059011
